,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,MaxTemperature,WindSpeed
26,mehamn,75.0,NO,2019-07-02 23:14:33,93.0,71.03,27.85,8.0,1.0
28,duvan,95.0,RU,2019-07-02 23:14:33,99.0,55.69,57.9,14.59,0.67
29,muzhi,0.0,RU,2019-07-02 23:14:33,59.0,65.4,64.7,18.89,2.67
30,port hardy,20.0,CA,2019-07-02 23:14:33,77.0,50.7,-127.42,16.0,4.6
31,bandarbeyla,78.0,SO,2019-07-02 23:14:33,60.0,9.49,50.81,26.19,12.44
32,lebu,75.0,ET,2019-07-02 23:14:34,87.0,8.96,38.73,14.0,5.1
33,longyearbyen,75.0,NO,2019-07-02 23:14:34,76.0,78.22,15.63,9.0,5.1
34,ushuaia,75.0,AR,2019-07-02 23:10:19,94.0,-54.81,-68.31,0.0,7.2
35,lagoa,0.0,PT,2019-07-02 23:14:34,68.0,37.14,-8.45,20.0,3.1
36,seeboden,75.0,AT,2019-07-02 23:14:34,93.0,46.82,13.52,18.0,1.0
37,mutoko,10.0,ZW,2019-07-02 23:14:35,53.0,-17.4,32.23,12.59,2.0
38,khorixas,0.0,NA,2019-07-02 23:14:35,21.0,-20.37,14.96,14.89,4.87
39,avarua,8.0,CK,2019-07-02 23:06:23,56.0,-21.21,-159.78,23.0,8.2
40,toamasina,40.0,MG,2019-07-02 23:14:35,94.0,-18.17,49.38,20.0,1.26
41,soavinandriana,0.0,MG,2019-07-02 23:14:35,92.0,-19.17,46.74,12.59,1.04
42,mar del plata,88.0,AR,2019-07-02 23:14:36,87.0,-46.43,-67.52,0.69,4.52
43,nakonde,2.0,ZM,2019-07-02 23:14:36,77.0,-9.33,32.75,16.09,3.66
44,san patricio,100.0,PY,2019-07-02 23:14:36,92.0,-26.98,-56.83,13.69,2.18
45,barrow,21.0,AR,2019-07-02 23:14:36,62.0,-38.31,-60.23,5.59,8.51
46,vaini,100.0,IN,2019-07-02 23:14:36,88.0,15.34,74.49,25.09,1.86
47,kholodnyy,86.0,RU,2019-07-02 23:14:37,67.0,62.72,147.95,15.59,6.4
48,meadow lake,75.0,CA,2019-07-02 23:14:37,59.0,54.13,-108.44,16.0,7.2
49,severo-kurilsk,100.0,RU,2019-07-02 23:14:37,97.0,50.68,156.12,6.29,5.58
50,nemuro,88.0,JP,2019-07-02 23:14:20,97.0,43.32,145.57,12.39,1.22
51,half moon bay,1.0,US,2019-07-02 23:14:37,49.0,37.46,-122.43,23.33,9.3
52,kapaa,20.0,US,2019-07-02 23:14:38,70.0,22.08,-159.32,29.0,4.1
53,santa rosa,61.0,AR,2019-07-02 23:14:38,41.0,-36.62,-64.29,8.29,5.98
54,tasiilaq,100.0,GL,2019-07-02 23:12:28,80.0,65.61,-37.64,5.0,18.5
55,isangel,75.0,VU,2019-07-02 23:14:38,69.0,-19.55,169.27,25.0,1.3
56,cherskiy,50.0,RU,2019-07-02 23:14:38,56.0,68.75,161.3,10.79,7.95
57,port pirie,90.0,AU,2019-07-02 23:14:39,100.0,-33.18,138.01,8.0,0.5
58,hobart,20.0,AU,2019-07-02 23:14:39,75.0,-42.88,147.33,10.0,3.6
59,shyryayeve,3.0,UA,2019-07-02 23:14:39,90.0,47.38,30.2,20.29,2.72
60,umm bab,1.0,QA,2019-07-02 23:14:39,51.0,25.21,50.81,29.0,1.5
61,saint-augustin,20.0,CA,2019-07-02 23:14:39,42.0,45.63,-73.98,29.44,3.6
62,hilo,1.0,US,2019-07-02 23:14:40,54.0,19.71,-155.08,29.0,5.7
63,skibbereen,75.0,IE,2019-07-02 23:14:40,67.0,51.55,-9.27,14.0,3.1
64,souillac,0.0,FR,2019-07-02 23:14:40,60.0,45.6,-0.6,23.0,3.6
65,thompson,75.0,CA,2019-07-02 23:12:40,59.0,55.74,-97.86,16.0,5.7
66,alugan,38.0,PH,2019-07-02 23:14:43,61.0,12.22,125.48,30.19,0.89
67,puerto ayora,75.0,EC,2019-07-02 23:14:44,69.0,-0.74,-90.35,25.0,8.7
68,albany,75.0,US,2019-07-02 23:08:17,54.0,42.65,-73.75,28.0,3.1
69,vardo,75.0,US,2019-07-02 23:14:44,65.0,39.62,-77.74,30.0,3.6
70,shubarkuduk,71.0,KZ,2019-07-02 23:14:44,89.0,49.15,56.49,16.89,6.3
72,butaritari,43.0,KI,2019-07-02 23:12:32,68.0,3.07,172.79,29.29,3.32
73,kavaratti,100.0,IN,2019-07-02 23:14:45,77.0,10.57,72.64,28.79,8.22
74,naze,100.0,NG,2019-07-02 23:14:45,98.0,5.43,7.07,23.29,1.6
75,atar,29.0,MR,2019-07-02 23:14:45,15.0,20.52,-13.05,35.99,4.59
76,saint george,0.0,GR,2019-07-02 23:14:45,64.0,39.45,22.34,21.0,0.81
77,georgetown,75.0,GY,2019-07-02 23:13:48,83.0,6.8,-58.16,28.0,7.2
78,new norfolk,20.0,AU,2019-07-02 23:14:46,75.0,-42.78,147.06,10.0,3.6
79,dikson,100.0,RU,2019-07-02 23:14:46,91.0,73.51,80.55,2.99,3.18
80,yemelyanovo,40.0,RU,2019-07-02 23:14:46,93.0,56.17,92.69,15.0,2.92
81,douentza,40.0,ML,2019-07-02 23:14:46,20.0,15.01,-2.95,34.89,2.08
82,coruripe,57.0,BR,2019-07-02 23:14:46,95.0,-10.12,-36.18,20.69,2.48
83,staryy krym,0.0,UA,2019-07-02 23:14:47,58.0,45.03,35.1,19.79,1.61
84,saskylakh,42.0,RU,2019-07-02 23:14:47,57.0,71.97,114.09,9.69,2.52
85,cape town,75.0,ZA,2019-07-02 23:14:47,93.0,-33.93,18.42,14.44,8.2
86,mataura,45.0,NZ,2019-07-02 23:14:47,77.0,-46.19,168.86,13.89,0.89
88,general roca,0.0,AR,2019-07-02 23:14:48,39.0,-39.03,-67.58,10.0,8.2
89,bethel,75.0,US,2019-07-02 23:14:48,71.0,60.79,-161.76,15.0,12.3
90,copiapo,90.0,CL,2019-07-02 23:10:13,76.0,-27.37,-70.33,12.0,3.1
91,batemans bay,30.0,AU,2019-07-02 23:14:48,84.0,-35.71,150.18,10.56,1.79
92,ushtobe,16.0,KZ,2019-07-02 23:14:49,30.0,45.25,77.98,21.09,1.72
93,bambanglipuro,87.0,ID,2019-07-02 23:14:49,87.0,-7.95,110.28,23.59,3.12
94,santa cruz,22.0,BR,2019-07-02 23:13:23,88.0,-6.22,-36.02,21.59,3.97
95,ust-maya,100.0,RU,2019-07-02 23:14:49,73.0,60.42,134.54,16.59,2.27
96,taywarah,0.0,AF,2019-07-02 23:14:49,68.0,33.35,64.42,14.99,3.79
97,quirinopolis,0.0,BR,2019-07-02 23:11:58,42.0,-18.45,-50.45,22.39,2.73
98,kindersley,75.0,CA,2019-07-02 23:14:50,42.0,51.47,-109.16,20.0,8.2
99,vanimo,100.0,PG,2019-07-02 23:14:50,78.0,-2.67,141.3,27.09,2.24
100,rawson,32.0,AR,2019-07-02 23:14:50,74.0,-43.3,-65.11,2.39,7.74
101,mirabad,0.0,IR,2019-07-02 23:14:50,26.0,28.27,61.33,21.09,2.61
102,esperance,90.0,AU,2019-07-02 23:14:51,66.0,-33.86,121.89,12.0,3.6
103,znamenskoye,0.0,RU,2019-07-02 23:14:51,87.0,57.13,73.82,15.69,2.5
104,castro,75.0,CL,2019-07-02 23:14:51,81.0,-42.48,-73.76,7.0,1.5
106,sao jose do campestre,41.0,BR,2019-07-02 23:13:42,95.0,-6.32,-35.71,20.19,2.23
108,katsuura,75.0,JP,2019-07-02 23:14:52,100.0,33.93,134.5,23.89,1.0
109,norman wells,75.0,CA,2019-07-02 23:14:52,72.0,65.28,-126.83,16.0,5.1
110,hermanus,99.0,ZA,2019-07-02 23:06:48,75.0,-34.42,19.24,17.78,3.13
111,qaanaaq,0.0,GL,2019-07-02 23:14:52,47.0,77.48,-69.36,9.39,1.16
113,clyde river,90.0,CA,2019-07-02 23:14:53,93.0,70.47,-68.59,2.0,8.2
114,constitucion,75.0,MX,2019-07-02 23:14:53,13.0,23.99,-104.67,28.0,2.6
115,provideniya,90.0,RU,2019-07-02 23:11:56,100.0,64.42,-173.23,8.0,4.0
118,molodizhne,0.0,UA,2019-07-02 23:14:53,65.0,45.01,34.06,17.79,1.61
119,rio gallegos,75.0,AR,2019-07-02 23:14:54,82.0,-51.62,-69.22,0.0,3.28
120,chokurdakh,100.0,RU,2019-07-02 23:14:54,80.0,70.62,147.9,5.99,4.38
121,paracuru,40.0,BR,2019-07-02 23:14:54,78.0,-3.41,-39.03,27.0,4.1
122,zaysan,41.0,KZ,2019-07-02 23:14:54,49.0,47.47,84.87,15.79,0.66
124,luderitz,0.0,NA,2019-07-02 23:14:55,59.0,-26.65,15.16,16.0,2.1
126,biak,100.0,ID,2019-07-02 23:14:55,93.0,-0.91,122.88,17.59,0.93
127,imbituba,75.0,BR,2019-07-02 23:10:50,100.0,-28.24,-48.67,15.0,1.5
130,tessalit,60.0,ML,2019-07-02 23:14:56,29.0,20.2,1.01,32.29,10.32
131,hun,0.0,BE,2019-07-02 23:14:56,62.0,50.34,4.87,15.0,3.6
132,fortuna,75.0,US,2019-07-02 23:14:56,68.0,40.6,-124.16,18.0,5.7
133,sao joao da barra,0.0,BR,2019-07-02 23:14:56,83.0,-21.64,-41.05,24.0,2.1
134,isla vista,1.0,US,2019-07-02 23:14:57,63.0,34.41,-119.86,29.44,8.7
135,nantucket,75.0,US,2019-07-02 23:13:07,88.0,41.28,-70.1,25.0,5.1
136,victor harbor,75.0,AU,2019-07-02 23:14:57,100.0,-35.55,138.62,15.0,2.1
137,ancud,75.0,CL,2019-07-02 23:14:57,81.0,-41.87,-73.83,7.0,1.5
138,kavieng,10.0,PG,2019-07-02 23:14:57,74.0,-2.57,150.8,28.59,4.85
139,laguna,40.0,BZ,2019-07-02 23:14:58,70.0,16.17,-88.94,30.0,3.1
140,arraial do cabo,95.0,BR,2019-07-02 23:14:58,94.0,-22.97,-42.02,20.0,1.0
141,bluff,0.0,AU,2019-07-02 23:14:58,52.0,-23.58,149.07,20.99,7.35
142,urengoy,10.0,RU,2019-07-02 23:14:58,52.0,65.96,78.37,20.09,2.68
143,north platte,1.0,US,2019-07-02 23:14:59,65.0,41.12,-100.77,29.44,2.6
144,cayenne,98.0,GF,2019-07-02 23:11:58,94.0,4.94,-52.33,24.0,1.0
145,carutapera,58.0,BR,2019-07-02 23:14:59,87.0,-1.2,-46.02,25.49,2.85
147,hofn,56.0,IS,2019-07-02 23:14:59,68.0,64.25,-15.21,2.59,2.77
148,labuhan,100.0,ID,2019-07-02 23:15:00,76.0,-2.54,115.51,25.79,0.38
149,hithadhoo,100.0,MV,2019-07-02 23:10:17,74.0,-0.6,73.08,28.69,4.31
150,davila,75.0,PH,2019-07-02 23:15:00,78.0,18.47,120.58,27.0,1.5
151,sistranda,75.0,NO,2019-07-02 23:15:00,87.0,63.73,8.83,8.33,8.7
152,promyshlennaya,40.0,RU,2019-07-02 23:15:00,100.0,54.92,85.64,14.0,2.0
153,puerto quijarro,4.0,BO,2019-07-02 23:15:01,88.0,-19.0,-57.72,23.0,3.1
154,ahipara,98.0,NZ,2019-07-02 23:15:01,87.0,-35.17,173.16,16.89,7.73
155,guerrero negro,0.0,MX,2019-07-02 23:15:01,79.0,27.97,-114.04,20.79,8.69
156,husavik,17.0,CA,2019-07-02 23:15:01,34.0,50.56,-96.99,24.44,4.02
157,porbandar,61.0,IN,2019-07-02 23:15:02,85.0,21.64,69.61,27.69,3.51
158,pevek,81.0,RU,2019-07-02 23:15:02,96.0,69.7,170.27,1.89,5.38
159,broome,22.0,GB,2019-07-02 23:15:02,82.0,52.47,1.45,13.33,0.5
160,cabedelo,40.0,BR,2019-07-02 23:15:02,94.0,-6.97,-34.84,24.0,4.6
161,saint simons,1.0,US,2019-07-02 23:15:03,55.0,31.14,-81.39,35.0,4.6
162,suntar,7.0,RU,2019-07-02 23:15:03,49.0,62.16,117.65,12.29,4.69
163,zeya,27.0,RU,2019-07-02 23:15:03,59.0,53.74,127.27,18.89,2.23
164,teahupoo,40.0,PF,2019-07-02 23:15:03,58.0,-17.83,-149.27,28.0,2.1
165,saint-philippe,1.0,CA,2019-07-02 23:15:04,40.0,45.36,-73.48,30.0,1.5
166,svetlaya,98.0,RU,2019-07-02 23:15:04,85.0,46.54,138.33,11.79,1.95
167,caledonia,75.0,US,2019-07-02 23:10:11,74.0,42.81,-87.92,29.0,2.1
169,nizwa,34.0,OM,2019-07-02 23:15:04,27.0,22.93,57.53,27.89,1.89
170,jalu,0.0,LY,2019-07-02 23:15:05,62.0,29.03,21.55,23.39,5.82
171,pangnirtung,90.0,CA,2019-07-02 23:10:47,55.0,66.15,-65.72,16.0,6.2
172,seoul,75.0,KR,2019-07-02 23:05:19,83.0,37.57,126.98,22.0,0.5
173,moose factory,40.0,CA,2019-07-02 23:15:05,53.0,51.26,-80.61,25.0,5.7
174,caucaia,40.0,BR,2019-07-02 23:15:05,78.0,-3.73,-38.66,27.0,4.1
176,sept-iles,75.0,CA,2019-07-02 23:15:06,72.0,50.2,-66.38,16.0,2.1
177,ugoofaaru,100.0,MV,2019-07-02 23:15:06,72.0,5.67,73.0,28.39,3.98
179,henties bay,0.0,NA,2019-07-02 23:15:06,80.0,-22.12,14.28,11.11,3.56
180,yumen,30.0,CN,2019-07-02 23:15:07,19.0,40.29,97.04,27.09,2.33
181,plettenberg bay,71.0,ZA,2019-07-02 23:14:55,58.0,-34.05,23.37,14.69,2.5
182,ribeira grande,40.0,PT,2019-07-02 23:15:07,94.0,38.52,-28.7,21.0,4.1
183,richards bay,0.0,ZA,2019-07-02 23:15:07,62.0,-28.77,32.06,18.39,7.39
185,pisco,1.0,PE,2019-07-02 23:15:08,84.0,-13.71,-76.2,17.22,6.26
186,dubbo,0.0,AU,2019-07-02 23:15:08,60.0,-32.25,148.6,6.0,5.7
187,trincomalee,100.0,LK,2019-07-02 23:15:08,79.0,8.58,81.23,26.29,3.71
188,muroto,75.0,JP,2019-07-02 23:15:08,88.0,33.37,134.14,23.0,1.0
189,narsaq,74.0,GL,2019-07-02 23:15:09,61.0,60.91,-46.05,10.0,3.1
190,cockburn town,43.0,TC,2019-07-02 23:15:09,78.0,21.46,-71.14,27.99,4.27
191,batagay,83.0,RU,2019-07-02 23:15:09,57.0,67.65,134.64,10.79,6.49
192,chicama,4.0,PE,2019-07-02 23:15:09,92.0,-7.84,-79.15,17.09,7.5
193,bud,100.0,NO,2019-07-02 23:11:07,81.0,62.91,6.91,7.0,7.7
194,sao jose da coroa grande,32.0,BR,2019-07-02 23:15:10,94.0,-8.9,-35.15,21.69,0.71
195,yellowknife,90.0,CA,2019-07-02 23:15:10,87.0,62.45,-114.38,12.78,5.1
196,boone,1.0,US,2019-07-02 23:12:21,60.0,36.22,-81.67,29.44,1.08
197,batticaloa,100.0,LK,2019-07-02 23:15:11,79.0,7.71,81.69,23.89,1.12
198,ullapool,83.0,GB,2019-07-02 23:15:11,85.0,57.9,-5.16,10.56,0.45
199,pangai,75.0,TO,2019-07-02 23:15:11,78.0,-19.8,-174.35,26.0,7.7
200,kaffrine,70.0,SN,2019-07-02 23:15:11,67.0,14.1,-15.55,26.89,4.81
201,yulara,75.0,AU,2019-07-02 23:15:11,43.0,-25.24,130.99,10.0,5.7
202,wainwright,79.0,CA,2019-07-02 23:15:12,70.0,52.84,-110.86,14.99,6.54
203,khatanga,100.0,RU,2019-07-02 23:15:12,44.0,71.98,102.47,13.49,4.42
204,puerto del rosario,75.0,ES,2019-07-02 23:14:11,68.0,28.5,-13.86,22.0,9.3
205,baykit,31.0,RU,2019-07-02 23:15:12,65.0,61.68,96.39,20.49,3.53
206,iracoubo,95.0,GF,2019-07-02 23:15:13,94.0,5.48,-53.21,23.29,1.51
207,fort nelson,75.0,CA,2019-07-02 23:10:39,42.0,58.81,-122.69,20.0,5.1
208,nazilli,0.0,TR,2019-07-02 23:15:13,73.0,37.91,28.32,21.0,1.5
209,lakselv,97.0,NO,2019-07-02 23:15:13,93.0,70.05,24.96,9.0,4.6
210,kaeo,88.0,NZ,2019-07-02 23:15:13,95.0,-35.1,173.78,17.22,2.24
211,kahului,40.0,US,2019-07-02 23:15:14,41.0,20.89,-156.47,33.0,9.3
213,champerico,40.0,MX,2019-07-02 23:15:14,41.0,16.38,-93.6,34.0,0.41
214,gornopravdinsk,9.0,RU,2019-07-02 23:15:14,76.0,60.06,69.92,17.69,3.27
216,conceicao da barra,21.0,BR,2019-07-02 23:15:15,92.0,-18.59,-39.73,21.59,3.18
217,bibiani,57.0,GH,2019-07-02 23:15:15,98.0,6.45,-2.31,22.39,1.84
218,nhulunbuy,75.0,AU,2019-07-02 23:15:15,94.0,-12.18,136.78,21.0,5.29
219,rocha,50.0,UY,2019-07-02 23:15:16,77.0,-34.48,-54.34,8.89,7.17
220,nuuk,62.0,GL,2019-07-02 23:15:16,75.0,64.17,-51.74,6.0,3.6
221,marovoay,0.0,MG,2019-07-02 23:15:16,83.0,-16.11,46.64,21.0,1.41
222,flin flon,75.0,CA,2019-07-02 23:15:16,55.0,54.77,-101.88,17.0,6.7
225,mayumba,85.0,GA,2019-07-02 23:15:17,87.0,-3.44,10.65,21.79,1.32
226,kathu,0.0,ZA,2019-07-02 23:15:17,71.0,-27.7,23.05,2.22,1.7
227,tiksi,100.0,RU,2019-07-02 23:15:18,93.0,71.64,128.87,2.99,4.99
228,puro,17.0,PH,2019-07-02 23:15:18,73.0,13.13,123.76,27.69,2.05
229,urozhaynoye,100.0,RU,2019-07-02 23:15:18,91.0,47.7,142.03,9.59,6.41
230,banska stiavnica,0.0,SK,2019-07-02 23:15:18,72.0,48.45,18.91,17.22,1.5
232,mahebourg,75.0,MU,2019-07-02 23:15:19,82.0,-20.41,57.7,20.0,0.5
233,kodiak,40.0,US,2019-07-02 23:15:19,16.0,39.95,-94.76,33.33,4.6
235,omboue,63.0,GA,2019-07-02 23:15:19,83.0,-1.57,9.26,22.89,6.71
236,anloga,40.0,GH,2019-07-02 23:15:20,83.0,5.79,0.9,27.0,4.6
237,marsaxlokk,0.0,MT,2019-07-02 23:15:20,83.0,35.84,14.54,24.44,2.6
238,manggar,93.0,ID,2019-07-02 23:15:20,86.0,-2.88,108.27,25.99,2.3
239,komsomolskiy,66.0,RU,2019-07-02 23:15:21,64.0,67.55,63.78,20.09,5.58
240,karratha,39.0,AU,2019-07-02 23:15:21,31.0,-20.74,116.85,19.79,4.58
241,marsh harbour,86.0,BS,2019-07-02 23:10:43,61.0,26.54,-77.06,29.59,1.3
242,shingu,65.0,JP,2019-07-02 23:15:21,69.0,33.72,135.99,26.59,0.53
244,itagiba,75.0,BR,2019-07-02 23:15:22,76.0,-29.52,-50.57,12.22,2.1
245,westport,1.0,US,2019-07-02 23:15:22,57.0,41.14,-73.36,29.0,3.6
246,bratsk,59.0,RU,2019-07-02 23:15:22,88.0,56.15,101.63,18.0,4.0
247,erdenet,87.0,MN,2019-07-02 23:15:22,72.0,49.03,104.04,17.49,1.79
248,mocuba,18.0,MZ,2019-07-02 23:15:23,99.0,-16.84,36.99,18.99,0.49
249,sringeri,40.0,IN,2019-07-02 23:15:23,83.0,13.43,75.26,27.0,3.6
250,huambo,0.0,AO,2019-07-02 23:15:23,40.0,-12.78,15.73,9.99,2.04
251,coquimbo,0.0,CL,2019-07-02 23:10:37,87.0,-29.95,-71.34,11.0,2.1
252,porto velho,20.0,BR,2019-07-02 23:15:24,51.0,-8.75,-63.87,28.0,0.5
253,tuktoyaktuk,75.0,CA,2019-07-02 23:15:24,76.0,69.44,-133.03,10.0,7.7
254,bamako,20.0,ML,2019-07-02 23:15:24,94.0,12.65,-8.0,25.0,2.1
255,aljezur,0.0,PT,2019-07-02 23:15:24,81.0,37.31,-8.8,18.89,7.18
256,awjilah,0.0,LY,2019-07-02 23:15:25,72.0,29.14,21.3,22.09,5.2
257,belaya gora,72.0,RU,2019-07-02 23:15:25,62.0,68.54,146.19,13.69,5.43
258,tacoronte,75.0,ES,2019-07-02 23:15:25,82.0,28.48,-16.41,22.22,9.3
259,albolote,0.0,ES,2019-07-02 23:15:25,53.0,37.23,-3.66,25.0,4.1
260,port elizabeth,1.0,US,2019-07-02 23:15:26,55.0,39.31,-74.98,32.22,2.6
261,chapais,1.0,CA,2019-07-02 23:15:26,35.0,49.78,-74.86,23.0,5.7
262,tuatapere,67.0,NZ,2019-07-02 23:15:26,77.0,-46.13,167.69,13.89,0.89
263,iskateley,100.0,RU,2019-07-02 23:15:26,94.0,67.68,53.15,14.79,4.03
264,alice springs,0.0,AU,2019-07-02 23:14:19,52.0,-23.7,133.88,7.0,1.5
265,cidreira,11.0,BR,2019-07-02 23:15:27,68.0,-30.17,-50.22,12.09,2.46
266,sambava,37.0,MG,2019-07-02 23:15:27,95.0,-14.27,50.17,18.29,1.47
267,outlook,53.0,CA,2019-07-02 23:15:27,39.0,51.48,-107.04,20.0,4.92
268,eau claire,1.0,US,2019-07-02 23:13:04,54.0,44.81,-91.5,28.89,2.6
269,pailon,20.0,BO,2019-07-02 23:15:28,83.0,-17.66,-62.72,23.0,8.2
270,upernavik,0.0,GL,2019-07-02 23:13:31,83.0,72.79,-56.15,4.69,4.1
271,flinders,75.0,AU,2019-07-02 23:13:11,61.0,-34.58,150.85,17.22,3.6
272,tutoia,0.0,BR,2019-07-02 23:15:28,83.0,-2.76,-42.27,27.0,4.1
273,paamiut,0.0,GL,2019-07-02 23:15:29,86.0,61.99,-49.67,3.99,6.61
274,codrington,75.0,AU,2019-07-02 23:15:29,93.0,-28.95,153.24,15.0,3.1
275,miles city,1.0,US,2019-07-02 23:15:29,49.0,46.41,-105.84,23.0,6.7
277,college,20.0,US,2019-07-02 23:15:30,37.0,64.86,-147.8,22.78,2.6
278,marathon,0.0,CA,2019-07-02 23:15:30,63.0,48.72,-86.38,17.19,3.44
279,nortelandia,0.0,BR,2019-07-02 23:15:30,45.0,-14.45,-56.8,22.69,2.24
280,vao,100.0,EE,2019-07-02 23:15:30,97.0,59.1,26.19,12.09,4.75
281,fram,90.0,PY,2019-07-02 23:15:31,100.0,-27.1,-56.02,15.0,2.1
282,pacific grove,1.0,US,2019-07-02 23:15:31,59.0,36.62,-121.92,27.22,4.6
283,sola,0.0,TZ,2019-07-02 23:15:31,68.0,-3.17,33.8,17.99,2.4
284,miri,100.0,NG,2019-07-02 23:15:32,87.0,10.31,9.75,21.69,3.13
285,ponta do sol,38.0,BR,2019-07-02 23:15:32,51.0,-20.63,-46.0,16.99,1.87
286,cabo san lucas,5.0,MX,2019-07-02 23:12:16,61.0,22.89,-109.91,31.11,4.1
287,muros,90.0,ES,2019-07-02 23:15:32,87.0,42.77,-9.06,18.89,4.6
288,praia,0.0,BR,2019-07-02 23:15:33,59.0,-20.25,-43.81,20.0,0.71
289,carnarvon,0.0,ZA,2019-07-02 23:15:33,56.0,-30.97,22.13,5.49,3.1
290,iquique,90.0,CL,2019-07-02 23:15:33,77.0,-20.22,-70.14,16.0,2.1
291,daru,42.0,PG,2019-07-02 23:15:34,78.0,-9.07,143.21,25.29,4.15
292,strelka,5.0,RU,2019-07-02 23:15:34,66.0,58.08,93.03,21.79,1.65
293,dauriya,0.0,RU,2019-07-02 23:15:34,43.0,49.93,116.85,24.09,3.37
294,kjopsvik,0.0,NO,2019-07-02 23:15:34,81.0,68.1,16.37,9.44,5.1
295,iqaluit,20.0,CA,2019-07-02 23:15:35,65.0,63.75,-68.52,7.0,4.1
296,huron,1.0,US,2019-07-02 23:15:35,48.0,44.36,-98.21,31.0,1.5
297,nicoya,75.0,CR,2019-07-02 23:15:35,62.0,10.15,-85.45,30.0,4.6
298,tobol,51.0,SE,2019-07-02 23:15:36,61.0,59.83,12.54,10.0,2.6
299,temiscaming,20.0,CA,2019-07-02 23:15:36,44.0,46.72,-79.1,27.0,4.1
300,griffith,0.0,AU,2019-07-02 23:12:00,100.0,-34.29,146.06,2.0,0.5
301,san cristobal,66.0,HN,2019-07-02 23:15:36,55.0,14.68,-86.92,23.89,2.94
302,durban,72.0,CA,2019-07-02 23:15:37,72.0,51.93,-101.44,16.39,6.1
304,muscatine,20.0,US,2019-07-02 23:15:37,49.0,41.42,-91.04,34.0,4.1
305,elat,100.0,CM,2019-07-02 23:15:37,99.0,2.91,11.16,19.69,1.04
306,marystown,99.0,CA,2019-07-02 23:15:38,98.0,47.17,-55.16,12.59,1.2
307,chuy,79.0,UY,2019-07-02 23:15:38,75.0,-33.69,-53.46,11.19,8.38
308,beloha,2.0,MG,2019-07-02 23:15:38,87.0,-25.17,45.06,19.39,2.08
309,belmonte,9.0,PT,2019-07-02 23:15:38,56.0,40.36,-7.35,17.78,0.37
310,bathsheba,40.0,BB,2019-07-02 23:15:39,69.0,13.22,-59.52,28.0,5.7
312,kamenka,32.0,MD,2019-07-02 23:15:39,93.0,48.03,28.7,18.33,1.7
313,nome,90.0,US,2019-07-02 23:15:39,78.0,30.04,-94.42,28.0,4.6
314,lima,90.0,PE,2019-07-02 23:15:40,88.0,-12.06,-77.04,17.0,5.1
315,taoudenni,0.0,ML,2019-07-02 23:10:50,10.0,22.68,-3.98,37.09,3.87
317,varkaus,0.0,FI,2019-07-02 23:15:40,93.0,62.32,27.87,13.0,1.0
318,kisangani,15.0,CD,2019-07-02 23:15:41,76.0,0.52,25.21,22.49,0.45
319,talnakh,0.0,RU,2019-07-02 23:15:41,45.0,69.49,88.39,19.0,3.0
